Depth_from_(m),Depth_to_(m),Kaolin_(System_SWIR),White-Mica_(System_SWIR),Smectite_(System_SWIR),Other-AlOH_(System_SWIR),Chlorite_(System_SWIR),Dark-Mica_(System_SWIR),Amphibole_(System_SWIR),Serpentine_(System_SWIR),Other-MgOH_(System_SWIR),Epidote_(System_SWIR),Tourmaline_(System_SWIR),Carbonate_(System_SWIR),Sulphate_(System_SWIR),Invalid_(System_SWIR),VIS-SWIR_Albedo,900D_Fe,900W_Fe,1900D_Water_Fe,2200D_AlOH,2200W_AlOH,2250D_FeOH,2250W_FeOH,Misc-Silicate_(System_TIR),Silica_(System_TIR),K-Feldspar_(System_TIR),Plagioclase_(System_TIR),Garnet_(System_TIR),Pyroxene_(System_TIR),Olivine_(System_TIR),Zeolite_(System_TIR),Kaolin_(System_TIR),White-Mica_(System_TIR),Smectite_(System_TIR),Other-AlOH_(System_TIR),Chlorite_(System_TIR),Dark-Mica_(System_TIR),Amphibole_(System_TIR),Serpentine_(System_TIR),Other-MgOH_(System_TIR),Epidote_(System_TIR),Tourmaline_(System_TIR),Carbonate_(System_TIR),Sulphate_(System_TIR),Phosphate_(System_TIR),Oxide_(System_TIR),INVALID_(System_TIR),8625D_Quartz,11300D_Carbonate,11300W_Carbonate
83.0,84.0,N.A.,0.1148249,0.0233774,0.0031812,0.6589748,0.0079466,0.0051663,N.A.,N.A.,0.0012713,N.A.,0.0920367,N.A.,0.0932203,0.109271,0.0623584,899.4555,0.0168093,0.0200618,2199.9477,0.0578263,2252.5678,N.A.,0.3604739,0.0051968,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0173389,0.0011191,N.A.,0.3750883,0.0027253,0.0026975,N.A.,N.A.,N.A.,N.A.,0.2353598,N.A.,N.A.,N.A.,N.A.,0.1494541,0.0209202,11394.027
84.0,85.0,0.0045001,0.0249567,0.0095418,0.0073062,0.0771039,N.A.,N.A.,N.A.,N.A.,0.0154883,0.0019753,0.4298066,N.A.,0.4293207,0.1336647,0.0593551,897.63391,0.0083223,0.0162935,2179.0813,0.0120433,2253.0918,N.A.,0.3448006,0.0034484,0.00545,N.A.,0.0016839,N.A.,N.A.,N.A.,0.0131772,N.A.,0.0113078,0.047154,0.0027108,0.0209405,0.0019132,N.A.,N.A.,N.A.,0.5474131,N.A.,N.A.,N.A.,N.A.,0.1299268,0.0331775,11396.635
85.0,86.0,N.A.,N.A.,0.0037343,N.A.,0.0081433,0.0021462,N.A.,N.A.,N.A.,0.0035678,N.A.,0.1117184,N.A.,0.8706896,0.1077185,0.0263551,939.79357,0.0110069,0.0140399,2182.496,0.0072051,2251.7111,N.A.,0.0689617,0.0493205,0.2501232,0.0007864,0.3916087,N.A.,N.A.,N.A.,N.A.,0.0055969,N.A.,N.A.,0.0080779,0.012486,0.0028877,N.A.,N.A.,N.A.,0.2101506,N.A.,N.A.,N.A.,N.A.,0.0640994,0.0163118,11397.314
86.0,87.0,0.0023398,N.A.,0.0097078,0.0196354,0.1202998,0.0078031,N.A.,0.002544,N.A.,0.0034067,0.0064081,0.4096731,N.A.,0.4181818,0.141169,0.0457678,910.60437,0.0061673,0.0107341,2171.3706,0.0097486,2253.1623,N.A.,0.3619265,0.0031516,0.0020426,N.A.,N.A.,N.A.,N.A.,N.A.,0.0216046,0.0028989,0.0021682,0.049109,N.A.,0.0250918,N.A.,N.A.,N.A.,N.A.,0.5320063,N.A.,N.A.,N.A.,N.A.,0.1275142,0.0379462,11403.168
87.0,88.0,N.A.,0.0066433,0.0051267,0.0053794,0.3176138,0.0078743,N.A.,N.A.,N.A.,N.A.,N.A.,0.0269563,N.A.,0.6304058,0.0809675,N.A.,N.A.,0.0110182,0.0155004,2188.3979,0.0343347,2254.3962,N.A.,0.430597,0.000844,0.0053928,N.A.,0.0251204,N.A.,N.A.,N.A.,0.0035518,0.0035564,0.0138695,0.3187218,0.0049503,0.0326459,0.0184904,N.A.,N.A.,N.A.,0.1401172,0.002142,N.A.,N.A.,N.A.,0.1491867,0.0132329,11411.778
88.0,89.0,N.A.,N.A.,0.0019318,0.0066446,0.118104,0.003702,0.0016715,N.A.,N.A.,N.A.,0.0112822,0.1933049,0.0026443,0.6607142,0.095953,N.A.,N.A.,0.0082116,0.0144811,2176.4294,0.0148629,2253.4343,N.A.,0.4643064,N.A.,0.0042512,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0056631,0.1692771,0.0047324,0.0356748,N.A.,0.0011621,N.A.,N.A.,0.3119208,0.002772,0.0002397,N.A.,N.A.,0.1648092,0.0317679,11407.858
89.0,90.0,N.A.,0.0728276,0.0261525,N.A.,0.1469573,N.A.,N.A.,N.A.,N.A.,0.0055802,0.0146047,0.4088668,N.A.,0.3250105,0.1371942,N.A.,N.A.,0.0078978,0.0202131,2196.6359,0.0100635,2253.4904,N.A.,0.3280234,0.0048854,0.0198343,N.A.,N.A.,N.A.,N.A.,N.A.,0.0254412,N.A.,N.A.,0.0114798,N.A.,0.0185758,N.A.,0.0047884,N.A.,N.A.,0.5869714,N.A.,N.A.,N.A.,N.A.,0.1210385,0.0440576,11387.329
90.0,91.0,0.0013145,0.1984741,0.018647,N.A.,0.4657524,0.007663,N.A.,N.A.,N.A.,0.0019256,0.0049871,0.2673377,N.A.,0.0338983,0.1316543,N.A.,N.A.,0.0153994,0.0361034,2210.854,0.0358678,2253.1154,N.A.,0.3046774,0.0098143,0.0090455,N.A.,N.A.,N.A.,N.A.,N.A.,0.0371836,0.0020266,N.A.,0.0906477,0.0020005,0.0036615,N.A.,0.0035156,N.A.,N.A.,0.5374267,N.A.,N.A.,N.A.,N.A.,0.107757,0.0384348,11382.56
91.0,92.0,N.A.,0.0739109,0.0216485,N.A.,0.6150602,0.0043922,N.A.,N.A.,N.A.,0.0050794,0.0078171,0.2304246,N.A.,0.0416666,0.114086,N.A.,N.A.,0.0131904,0.0158809,2205.383,0.0373132,2253.4353,N.A.,0.4450787,0.0133219,0.0235801,N.A.,N.A.,N.A.,N.A.,N.A.,0.0012587,0.0035464,N.A.,0.2449005,0.0034522,0.0028566,N.A.,0.0025384,N.A.,N.A.,0.2594659,N.A.,N.A.,N.A.,N.A.,0.1485136,0.0234487,11392.426
92.0,93.0,N.A.,0.00537,0.0051472,0.0059409,0.7450926,0.0018229,N.A.,N.A.,N.A.,0.0039491,0.0015129,0.231164,N.A.,N.A.,0.1198192,0.0521561,911.45697,0.0173935,0.0101277,2183.0368,0.0456751,2252.8432,N.A.,0.2495527,0.0051917,0.001485,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0049119,N.A.,0.4390912,N.A.,N.A.,N.A.,N.A.,0.0016667,N.A.,0.2981005,N.A.,N.A.,N.A.,N.A.,0.0914677,0.0238195,11368.181
93.0,94.0,N.A.,0.0166644,N.A.,N.A.,0.8421981,0.0106697,N.A.,N.A.,N.A.,0.0055771,N.A.,0.1248905,N.A.,N.A.,0.1044185,0.0537565,907.39227,0.0164374,0.0102645,2196.7751,0.0474173,2252.6884,N.A.,0.4404349,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0012899,N.A.,N.A.,0.495948,0.0061271,N.A.,N.A.,N.A.,0.0010677,N.A.,0.0551321,N.A.,N.A.,N.A.,N.A.,0.137905,0.0072281,11384.287
94.0,95.0,N.A.,0.0016612,N.A.,0.0021921,0.8480251,0.030133,N.A.,N.A.,N.A.,0.0016477,N.A.,0.1163406,N.A.,N.A.,0.0970969,0.0692952,912.20776,0.0168931,0.0088323,2179.802,0.0578655,2252.9043,N.A.,0.4430323,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.4686074,0.0165257,0.0075099,N.A.,N.A.,N.A.,N.A.,0.0643244,N.A.,N.A.,N.A.,N.A.,0.1428952,0.0135246,11378.12
95.0,96.0,N.A.,0.0135894,0.0037686,0.001638,0.8829828,N.A.,N.A.,N.A.,N.A.,N.A.,0.0018218,0.0961991,N.A.,N.A.,0.0948709,N.A.,N.A.,0.0173983,0.0089193,2195.7492,0.0542164,2253.643,N.A.,0.3252877,N.A.,0.0115909,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.6631212,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0994887,0.0117547,11391.65
96.0,97.0,N.A.,0.0270197,0.0086179,N.A.,0.8866621,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0777,N.A.,N.A.,0.0994754,N.A.,N.A.,0.0162689,0.0113478,2199.625,0.050821,2253.3767,N.A.,0.3482533,N.A.,0.0331342,N.A.,N.A.,N.A.,N.A.,N.A.,0.0017476,N.A.,N.A.,0.603412,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0134527,N.A.,N.A.,N.A.,N.A.,0.1070022,0.0099425,11399.28
97.0,98.0,N.A.,N.A.,0.0014472,N.A.,0.8763809,N.A.,N.A.,N.A.,N.A.,0.0014026,N.A.,0.1207691,N.A.,N.A.,0.1044067,N.A.,N.A.,0.0155898,0.0082458,2185.6176,0.0508223,2253.4482,N.A.,0.4719805,N.A.,0.0624544,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.4446315,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0209335,N.A.,N.A.,N.A.,N.A.,0.1485311,0.012436,11395.683
98.0,99.0,N.A.,0.0026323,0.0015471,0.0014737,0.8835026,N.A.,0.0034847,N.A.,N.A.,N.A.,N.A.,0.1073593,N.A.,N.A.,0.1001896,N.A.,N.A.,0.0157722,0.0076987,2185.571,0.0527393,2253.6828,N.A.,0.4114142,0.040496,0.0574899,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.4880112,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0025884,N.A.,N.A.,N.A.,N.A.,0.1247222,0.0095087,11399.622
99.0,100.0,N.A.,N.A.,N.A.,0.0046126,0.8981429,0.0017506,N.A.,N.A.,N.A.,N.A.,N.A.,0.0954937,N.A.,N.A.,0.0915308,N.A.,N.A.,0.0168721,0.008089,2180.4143,0.0581656,2253.2224,N.A.,0.3064093,N.A.,0.0666544,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.6240938,N.A.,N.A.,0.0028423,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.0987709,0.0121491,11400.747
100.0,101.0,N.A.,0.0012561,0.0030646,0.0042506,0.8659295,N.A.,0.0024684,N.A.,N.A.,N.A.,N.A.,0.1230306,N.A.,N.A.,0.0980597,N.A.,N.A.,0.0157028,0.0070982,2181.6499,0.0540941,2253.5876,N.A.,0.2904545,0.0064979,0.1435253,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.5595222,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.1001624,0.0099963,11395.154
101.0,102.0,N.A.,N.A.,N.A.,0.0063411,0.7667912,0.0011589,0.001168,N.A.,N.A.,N.A.,N.A.,0.2245405,N.A.,N.A.,0.1117699,0.0563466,912.80365,0.0191424,0.0107644,2177.9729,0.0493962,2253.6027,N.A.,0.2308957,0.0056272,0.2337191,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.3285984,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2011594,N.A.,N.A.,N.A.,N.A.,0.089441,0.0219491,11375.662
102.0,103.0,N.A.,N.A.,N.A.,0.0049308,0.8649344,0.0107005,N.A.,N.A.,N.A.,N.A.,N.A.,0.1194342,N.A.,N.A.,0.1043268,0.0440872,915.07507,0.0141598,0.0074645,2183.7458,0.0529758,2253.9267,N.A.,0.1145589,N.A.,0.2772989,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.5597062,0.0047635,N.A.,N.A.,N.A.,N.A.,N.A.,0.0436723,N.A.,N.A.,N.A.,N.A.,0.0821548,0.0124776,11381.004
103.0,104.0,N.A.,N.A.,N.A.,0.005056,0.8099623,0.0071858,N.A.,N.A.,N.A.,N.A.,N.A.,0.1777958,N.A.,N.A.,0.1279176,0.0453744,912.4364,0.013146,0.0063752,2180.1752,0.0533843,2252.6088,N.A.,0.42922,0.0120032,0.0721141,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.244775,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0.2418875,N.A.,N.A.,N.A.,N.A.,0.1238976,0.0218155,11363.35
